Ensembl_ID	Gene_Name	1_CompHet_1_F508del_G1061R	2_CompHet_2_F508del_W1282X	3_CompHet_3_F508del_G542X	4_F508del_F508del_1	5_F508del_F508del_2	6_F508del_F508del_3	7_F508del_F508del_4	8_Control_1	9_Control_2	10_Control_3	11_Control_4	12_Control_5	13_Control_6	ERCC1	ERCC2
ENSG00000138709	LARP1B	122	300	271	592	1410	1	0	329	470	458	814	679	512	780	607
ENSG00000138722	MMRN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138735	PDE5A	0	104	0	1	0	0	201	64	210	176	0	16	81	104	292
ENSG00000138738	PRDM5	0	112	0	0	0	1	0	0	0	125	230	1	0	59	42
ENSG00000138741	TRPC3	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138744	NAAA	88	348	64	681	976	0	0	297	704	494	460	100	471	287	258
ENSG00000138750	NUP54	3	425	222	41	0	0	0	70	210	130	344	0	13	335	173
ENSG00000138755	CXCL9	368	173	8	8486	0	1	1	523	11	548	212	175	0	33	42
ENSG00000138756	BMP2K	64	229	319	88	267	923	758	0	66	309	701	186	249	499	308
ENSG00000138757	G3BP2	754	1641	2613	1940	9	1082	718	1092	1329	1286	1429	705	1671	2172	1766
ENSG00000138758	SEPTIN11	1395	1938	1942	2629	496	321	9	1339	1590	1151	2121	2834	3433	2514	3533
ENSG00000138759	FRAS1	41	8	0	106	0	1	0	61	7	107	72	88	89	149	129
ENSG00000138760	SCARB2	1037	2691	2307	1538	3893	1649	3	1699	1412	1876	2768	1167	1454	2830	1641
ENSG00000138764	CCNG2	302	271	549	207	1	623	1743	237	212	506	856	64	212	403	274
ENSG00000138767	CNOT6L	379	1077	597	388	2211	2	1	696	506	813	474	232	668	858	556
ENSG00000138768	USO1	835	1489	119	985	1	1551	1005	458	997	714	1088	789	658	1103	1038
ENSG00000138769	CDKL2	0	0	0	0	0	0	0	0	0	0	0	0	67	0	3
ENSG00000138771	SHROOM3	221	994	147	406	2	4	5	1166	1314	1083	1736	1223	2694	555	298
ENSG00000138772	ANXA3	4	383	277	698	891	73	1302	264	939	453	177	459	834	487	145
ENSG00000138777	PPA2	65	766	248	504	1	2	3	518	330	1065	919	714	567	949	609
ENSG00000138778	CENPE	5	885	389	3	1	1	11	1	162	159	106	156	30	1608	1513
ENSG00000138780	GSTCD	1	141	59	78	0	1	6	102	51	110	355	0	71	56	181
ENSG00000138785	INTS12	155	59	215	138	0	608	881	127	59	51	571	150	185	606	179
ENSG00000138792	ENPEP	0	28	0	0	0	0	0	0	0	0	0	0	0	28	0
ENSG00000138794	CASP6	313	220	107	506	0	1	0	78	85	465	83	96	231	397	394
ENSG00000138795	LEF1	0	767	1	1	1	1	0	0	0	0	59	0	0	818	905
ENSG00000138796	HADH	662	517	205	125	736	0	0	70	338	208	346	35	415	1003	693
ENSG00000138798	EGF	189	81	0	0	0	1	0	0	0	0	0	61	0	16	0
ENSG00000138801	PAPSS1	52	1236	966	1905	3	5	2	1572	1512	1435	986	1285	1931	1258	874
ENSG00000138802	SEC24B	35	228	183	51	0	1	1	107	0	68	383	101	96	340	238
ENSG00000138813	C4orf17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138814	PPP3CA	2695	2422	2445	2285	8606	2907	5229	2769	3428	4101	3816	1970	2997	1912	2386
ENSG00000138821	SLC39A8	2	1051	86	265	186	4	0	366	67	13	107	2	422	528	363
ENSG00000138823	MTTP	0	6	0	0	0	0	0	0	0	0	0	0	0	228	38
ENSG00000138829	FBN2	1	66	1	0	0	1	585	0	0	0	81	1	1	95	109
ENSG00000138834	MAPK8IP3	212	823	205	166	1	236	0	104	229	269	266	142	285	614	411
ENSG00000138835	RGS3	312	404	258	2	79	225	306	134	102	68	130	38	83	411	218
ENSG00000138867	GUCD1	184	2156	818	1166	4	954	2125	906	862	501	1812	974	1394	1652	1496
ENSG00000138892	TTLL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138942	RNF185	0	167	112	31	0	1	0	38	85	268	0	4	0	194	129
ENSG00000138944	SHISAL1	0	12	36	0	0	0	0	0	0	0	0	0	0	157	219
ENSG00000138964	PARVG	2	0	199	11	0	2	2172	7	79	147	58	144	28	117	54
ENSG00000139044	B4GALNT3	49	36	533	103	1	112	0	0	0	6	132	597	94	0	62
ENSG00000139053	PDE6H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139055	ERP27	0	1	0	0	0	0	0	0	53	0	0	0	0	0	0
ENSG00000139083	ETV6	2141	1857	1131	1961	582	118	1033	1617	1681	1943	1423	1936	1734	844	503
ENSG00000139112	GABARAPL1	2328	2886	5974	1316	11177	13183	8914	2686	2271	3304	2286	2587	1908	2367	1983
ENSG00000139116	KIF21A	1748	1662	1457	4263	669	9	7	2037	2094	3104	9690	2805	5402	1336	1205
ENSG00000139117	CPNE8	0	159	0	0	0	0	0	0	40	0	0	432	0	186	58
ENSG00000139131	YARS2	1	267	312	90	0	0	0	145	0	1	36	83	142	196	141
ENSG00000139132	FGD4	338	595	1923	921	3839	1695	7319	1516	583	1364	580	583	606	961	848
ENSG00000139133	ALG10	0	0	19	25	0	0	0	0	3	0	0	0	25	44	53
ENSG00000139144	PIK3C2G	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139146	SINHCAF	238	540	193	66	0	0	3	524	394	161	73	113	585	676	1023
ENSG00000139151	PLCZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139154	AEBP2	65	527	28	319	268	1	8	527	153	389	411	235	208	451	312
ENSG00000139155	SLCO1C1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27
ENSG00000139160	ETFBKMT	329	61	105	1	0	0	1	109	212	135	5	228	78	23	95
ENSG00000139163	ETNK1	31	1035	21	362	86	2	1	342	640	664	429	381	431	1103	910
ENSG00000139168	ZCRB1	833	2401	1485	1373	4	7	9	1898	1560	1793	2674	1993	3417	1893	1712
ENSG00000139173	TMEM117	2	147	0	0	0	0	0	43	340	0	127	0	184	65	60
ENSG00000139174	PRICKLE1	189	75	30	0	0	0	1	52	0	0	1	0	168	95	366
ENSG00000139178	C1RL	147	105	153	598	130	337	21	193	207	12	309	10	585	214	233
ENSG00000139180	NDUFA9	1233	2457	985	2404	22	6	1	1544	981	1146	1915	1373	1281	2370	1671
ENSG00000139182	CLSTN3	0	84	0	1	0	0	0	17	0	28	0	3	0	41	84
ENSG00000139187	KLRG1	0	0	0	101	0	1	0	0	1	0	0	0	39	68	38
ENSG00000139190	VAMP1	0	156	35	109	2	0	0	1	260	0	0	0	0	64	113
ENSG00000139192	TAPBPL	3	516	815	1099	1151	2	0	154	235	284	550	487	469	275	169
ENSG00000139193	CD27	0	0	0	30	0	0	0	0	70	0	0	0	0	0	2
ENSG00000139194	RBP5	0	2	0	0	0	0	0	0	0	0	0	0	0	8	5
ENSG00000139197	PEX5	0	13	0	1	0	1	0	1	78	0	37	14	135	70	23
ENSG00000139200	PIANP	0	88	0	0	0	0	0	0	0	0	0	0	0	54	60
ENSG00000139209	SLC38A4	0	82	0	0	0	0	0	0	0	0	0	0	0	19	0
ENSG00000139211	AMIGO2	0	775	506	2	2	2	0	95	222	1	276	203	146	1025	934
ENSG00000139218	SCAF11	4543	7082	3044	7096	12414	2893	3774	4342	4778	5651	6688	4515	7007	5484	6155
ENSG00000139219	COL2A1	0	165	0	0	0	0	0	1	0	0	0	0	0	911	627
ENSG00000139220	PPFIA2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000139223	ANP32D	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000139233	LLPH	464	573	1056	1106	225	2252	690	695	837	348	1011	1291	632	1372	905
ENSG00000139239	RPL14P1	454	1006	402	321	2	308	2	380	154	39	32	659	86	863	659
ENSG00000139263	LRIG3	391	2	1	0	0	1	0	24	0	64	306	5	40	156	13
ENSG00000139266	MARCHF9	180	890	154	79	0	3	0	154	169	61	117	213	120	711	593
ENSG00000139269	INHBE	1	232	0	0	0	0	0	1	0	0	0	0	0	283	172
ENSG00000139278	GLIPR1	3	346	258	61	2	1938	2913	177	0	11	20	2	137	277	75
ENSG00000139287	TPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139289	PHLDA1	1119	1923	1654	596	829	7	776	597	1182	698	176	1460	137	2914	3237
ENSG00000139291	TMEM19	290	1019	796	342	1978	1	4	311	675	635	841	748	1046	568	508
ENSG00000139292	LGR5	0	0	0	0	0	0	0	0	0	0	0	0	0	53	11
ENSG00000139304	PTPRQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139318	DUSP6	400	1554	1463	2591	3318	1149	6502	1159	1875	893	490	927	1262	2925	2370
ENSG00000139323	POC1B	8	102	228	491	1957	1	292	216	47	819	300	263	300	335	173
ENSG00000139324	TMTC3	64	695	539	748	0	4	1	359	624	718	1106	736	643	761	467
ENSG00000139329	LUM	0	656	132	0	2	3	0	2	57	0	0	0	0	1202	730
ENSG00000139330	KERA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139343	SNRPF	1706	1862	1010	1406	2170	1743	1	1442	1303	1252	1079	469	954	4318	2768
ENSG00000139344	AMDHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13
ENSG00000139350	NEDD1	105	554	125	1295	527	3	1	244	644	336	412	384	304	679	733
ENSG00000139351	SYCP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ENSG00000139352	ASCL1	1	0	0	1	0	926	1	0	0	0	1	0	0	67	182
ENSG00000139354	GAS2L3	2	70	23	109	0	1	0	0	0	189	0	25	0	349	195
ENSG00000139364	TMEM132B	63	96	0	0	0	1	0	0	0	0	0	0	0	105	131
ENSG00000139370	SLC15A4	42	1110	1196	547	2638	2908	1222	243	341	693	500	755	664	825	661
ENSG00000139372	TDG	4	472	256	602	1	3	23	65	107	49	313	166	167	494	502
ENSG00000139405	RITA1	483	468	424	76	572	1	0	423	693	464	298	91	420	895	456
ENSG00000139410	SDSL	0	224	232	0	1	0	1	1	178	0	46	202	140	251	129
ENSG00000139428	MMAB	434	857	814	350	2	499	3	395	661	355	307	530	206	597	761
ENSG00000139433	GLTP	3926	2775	3074	3181	2568	740	2575	3872	4749	2097	3404	4876	3321	1415	985
ENSG00000139436	GIT2	68	553	282	931	6160	11	217	566	772	330	442	829	270	903	802
ENSG00000139437	TCHP	1395	1088	321	1286	1	3	0	758	1056	882	289	0	765	748	612
ENSG00000139438	FAM222A	362	358	526	166	485	2	1	295	792	237	513	533	334	305	52
ENSG00000139445	FOXN4	0	0	0	119	0	0	0	0	0	0	69	0	0	60	1
ENSG00000139496	NUP58	191	538	54	128	0	0	0	15	403	179	293	29	223	448	547
ENSG00000139505	MTMR6	3	867	1177	1011	1034	797	2228	277	1143	544	1116	437	1348	900	590
ENSG00000139508	SLC46A3	102	195	359	573	0	1450	2	14	482	704	1123	588	599	256	147
ENSG00000139514	SLC7A1	725	1443	1024	734	0	2	3	1716	840	623	871	1063	867	1715	1966
ENSG00000139515	PDX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139517	LNX2	98	698	121	453	0	2	2	363	148	870	471	485	431	645	450
ENSG00000139531	SUOX	461	814	100	144	0	0	1	218	460	310	371	285	623	478	308
ENSG00000139537	CCDC65	0	109	0	0	0	0	0	12	116	1	470	0	213	12	10
ENSG00000139540	SLC39A5	0	135	0	0	0	0	0	0	0	0	0	0	0	52	125
ENSG00000139546	TARBP2	2	533	59	12	0	1	1	261	216	388	0	0	136	294	194
ENSG00000139547	RDH16	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21
ENSG00000139549	DHH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139567	ACVRL1	0	0	0	1	0	0	0	0	206	108	41	340	184	76	25
ENSG00000139572	GPR84	0	0	0	0	0	0	66	0	184	0	0	0	0	39	0
ENSG00000139574	NPFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139579	NABP2	110	1376	629	340	102	0	4	702	424	434	466	692	515	1441	843
ENSG00000139597	N4BP2L1	2	131	12	127	1	2327	0	3	95	39	2	204	0	152	252
ENSG00000139610	CELA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139613	SMARCC2	1215	2276	609	835	2	279	15	1228	875	595	1389	735	739	2125	1458
ENSG00000139618	BRCA2	376	251	1	158	3	1	1	41	72	3	4	700	0	620	1178
ENSG00000139620	KANSL2	1	226	20	212	0	1	0	4	282	130	56	17	22	427	297
ENSG00000139624	CERS5	246	335	1098	452	1	12	2	619	5	634	401	1205	594	1134	1180
ENSG00000139625	MAP3K12	0	93	47	1	0	0	0	0	0	0	0	0	69	114	58
ENSG00000139626	ITGB7	3	4130	4	238	5	4	0	107	102	62	6	1	23	8080	5474
ENSG00000139629	GALNT6	2	1258	226	753	1	0	349	1376	168	217	759	294	1752	678	831
ENSG00000139631	CSAD	0	323	1	65	0	0	0	127	0	0	1	0	0	469	546
ENSG00000139636	LMBR1L	2	524	215	3	1	270	1340	159	165	213	0	239	284	286	425
ENSG00000139637	C12orf10	2	520	0	344	0	1	1	170	282	324	386	1	166	656	426
ENSG00000139641	ESYT1	418	1404	66	743	1	13	1	319	1063	307	32	184	553	1793	1398
ENSG00000139644	TMBIM6	4907	12211	8482	11642	8948	11559	13583	10266	8403	11599	13214	10767	13166	10449	7747
ENSG00000139645	ANKRD52	267	811	682	265	1122	0	2	333	100	82	270	36	294	662	543
ENSG00000139648	KRT71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139651	ZNF740	87	117	0	357	0	297	0	174	161	434	465	36	115	238	355
ENSG00000139656	SMIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139668	WDFY2	474	394	18	122	0	1	0	63	570	340	134	103	253	535	473
ENSG00000139675	HNRNPA1L2	0	117	1	2	0	0	0	1	2	1	5	205	91	81	37
ENSG00000139679	LPAR6	68	180	158	433	0	60	0	319	107	415	350	52	51	302	43
ENSG00000139684	ESD	0	386	6	150	0	1	0	62	263	135	310	130	289	1277	913
ENSG00000139687	RB1	156	559	444	236	1	359	1170	371	235	407	1129	64	375	1524	816
ENSG00000139697	SBNO1	837	2979	1792	2201	2538	662	3365	2144	2431	2691	3121	1886	2552	3616	4289
ENSG00000139714	MORN3	41	412	38	3	1483	1	2	148	292	399	2192	1	1372	185	97
ENSG00000139718	SETD1B	1892	1807	1523	1023	443	915	3	1055	1308	538	917	861	986	1577	1461
ENSG00000139719	VPS33A	921	640	131	181	1105	1140	265	460	243	303	803	222	637	723	367
ENSG00000139722	VPS37B	1960	1824	1833	2228	2827	4258	8848	1136	1885	1869	1484	1537	2205	609	389
ENSG00000139725	RHOF	19	636	507	0	1234	1190	0	88	1	1	2	0	0	330	355
ENSG00000139726	DENR	619	1780	310	826	1530	2	2	682	641	1048	832	418	676	2264	1940
ENSG00000139734	DIAPH3	0	787	1	1	0	1	65	2	1	0	1	0	16	526	745
ENSG00000139737	SLAIN1	0	11	14	1	0	0	160	0	0	0	0	0	0	155	65
ENSG00000139746	RBM26	28	1605	397	930	1244	3	6	575	531	366	741	405	948	2943	2662
ENSG00000139767	SRRM4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000139780	METTL21C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139793	MBNL2	476	748	582	2	0	0	1	528	413	34	231	377	482	727	462
ENSG00000139797	RNF113B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139800	ZIC5	0	0	0	1	0	0	0	0	0	0	0	0	0	69	46
ENSG00000139826	ABHD13	252	253	4	0	0	1	0	43	134	407	244	13	151	281	161
ENSG00000139832	RAB20	7	270	278	15	1113	1573	2424	95	290	73	277	432	107	551	213
ENSG00000139835	GRTP1	0	234	1	11	0	0	1	7	0	3	282	2	145	192	43
ENSG00000139842	CUL4A	105	2132	1424	224	1561	231	2	880	622	1203	1708	656	787	2182	1755
ENSG00000139865	TTC6	329	43	13	0	0	0	0	0	0	72	209	10	42	2	65
ENSG00000139874	SSTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18
ENSG00000139880	CDH24	0	89	0	0	0	0	1	0	0	0	0	0	75	70	10
ENSG00000139890	REM2	0	0	0	249	0	0	0	0	3	0	0	0	0	5	3
ENSG00000139899	CBLN3	0	142	0	0	1	1	0	0	3	0	0	0	0	5	73
ENSG00000139908	TSSK4	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139910	NOVA1	0	148	0	1	0	0	0	0	0	0	0	0	0	216	159
ENSG00000139914	FITM1	0	1	0	83	0	0	0	0	0	0	12	0	0	57	0
ENSG00000139915	MDGA2	0	17	0	0	0	0	0	0	0	0	0	16	0	47	60
ENSG00000139921	TMX1	379	844	498	626	1	1	9	1075	638	376	339	417	535	1503	1027
ENSG00000139926	FRMD6	172	296	175	1	0	0	0	106	0	0	0	1	193	255	156
ENSG00000139946	PELI2	2	103	522	518	0	0	157	311	72	590	10	140	31	188	283
ENSG00000139970	RTN1	0	66	17	159	0	0	0	0	0	0	0	0	169	19	44
ENSG00000139971	ARMH4	0	70	46	0	0	0	1	0	69	145	557	60	245	50	51
ENSG00000139973	SYT16	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2
ENSG00000139974	SLC38A6	0	383	0	0	0	1	0	17	20	81	80	21	46	424	124
ENSG00000139977	NAA30	624	1188	228	417	0	1	1	518	234	403	1352	268	357	603	522
ENSG00000139985	ADAM21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139988	RDH12	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
ENSG00000139990	DCAF5	236	863	153	1233	228	141	107	709	1036	523	1120	971	1048	808	662
ENSG00000139998	RAB15	272	1133	748	687	464	1	4	739	536	424	1281	1831	928	553	361
ENSG00000140006	WDR89	0	248	1	125	1	1	1	298	1	0	0	1	294	563	436
ENSG00000140009	ESR2	0	98	0	0	0	0	0	0	0	0	4	0	0	1	7
ENSG00000140015	KCNH5	0	0	0	0	0	0	0	0	0	0	0	0	0	23	69
ENSG00000140022	STON2	450	30	11	104	0	0	1	249	0	87	124	1	195	67	49
ENSG00000140025	EFCAB11	1	139	7	274	0	0	0	2	164	305	134	1	615	283	148
ENSG00000140030	GPR65	418	112	1708	582	4128	7514	12234	139	304	847	79	369	220	36	8
ENSG00000140043	PTGR2	0	383	0	2	1	2	2	125	71	21	12	1	224	188	62
ENSG00000140044	JDP2	88	2050	2633	322	773	1722	354	1190	450	1163	578	1315	647	1072	620
ENSG00000140057	AK7	3	173	2	0	0	0	1	283	883	663	2298	114	1358	113	130
ENSG00000140067	FAM181A	0	1	0	0	0	0	0	0	49	0	0	0	75	0	0
ENSG00000140090	SLC24A4	0	0	0	0	0	0	296	1	0	1	0	0	0	0	0
ENSG00000140092	FBLN5	0	103	0	84	0	0	1	117	163	180	563	121	378	157	24
ENSG00000140093	SERPINA10	0	0	0	0	0	0	0	0	0	0	0	0	0	59	1
ENSG00000140104	CLBA1	548	42	1	81	0	0	0	0	1	158	4	0	1	51	48
ENSG00000140105	WARS1	1422	3604	464	26201	6062	29	219	2464	2226	1627	1430	1586	943	4777	3272
ENSG00000140107	SLC25A47	0	0	0	0	0	0	0	0	0	0	0	0	0	19	45
ENSG00000140153	WDR20	1	303	81	691	1	0	90	9	119	339	184	16	464	478	233
ENSG00000140157	NIPA2	689	825	314	352	2862	0	714	378	522	222	822	652	764	971	636
ENSG00000140199	SLC12A6	1641	563	1886	1260	3371	5586	688	730	1775	828	394	751	645	579	263
ENSG00000140254	DUOXA1	260	256	756	297	1309	2	34	576	800	262	484	827	592	108	31
ENSG00000140259	MFAP1	904	1227	296	1541	5	911	3	1117	1265	1855	646	523	1527	1865	1652
ENSG00000140262	TCF12	0	1259	284	24	1	12	0	263	149	1	290	158	281	953	726
ENSG00000140263	SORD	0	105	11	129	0	0	0	295	96	225	205	10	68	53	65
ENSG00000140264	SERF2	2181	8534	2458	5120	11124	2872	4748	7331	6744	3518	6609	5929	4563	9845	5111
ENSG00000140265	ZSCAN29	11	497	429	600	0	2	214	198	257	300	263	64	357	496	522
ENSG00000140274	DUOXA2	2394	3873	1106	7760	64	6	2	4682	2192	1724	758	787	360	1045	360
ENSG00000140279	DUOX2	47309	22923	23304	88580	12912	19499	94	51377	23314	31817	14967	7576	11704	6044	3984
ENSG00000140280	LYSMD2	0	34	2	56	0	8	253	67	460	93	35	130	131	166	162
ENSG00000140284	SLC27A2	11	714	575	712	11	2	0	105	637	830	1980	233	1450	565	408
ENSG00000140285	FGF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ENSG00000140287	HDC	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ENSG00000140297	GCNT3	1508	645	2547	2222	192	1854	7	1094	1193	367	549	1285	662	283	119
ENSG00000140299	BNIP2	492	1554	1258	939	3315	2187	3666	339	637	4	195	502	443	1637	1446
ENSG00000140307	GTF2A2	1378	1222	354	128	1	420	1	171	10	600	380	371	527	932	613
ENSG00000140319	SRP14	5349	10154	6436	6292	1065	5776	2040	2137	13003	1861	14128	14431	8886	10834	10796
ENSG00000140320	BAHD1	0	630	30	403	0	0	0	104	96	151	191	316	452	730	305
ENSG00000140323	DISP2	0	5	35	12	2	0	0	49	2	1	0	0	0	76	51
ENSG00000140326	CDAN1	0	212	0	8	0	1	0	0	84	0	27	0	93	87	71
ENSG00000140332	TLE3	381	1204	5162	1636	3159	4003	14081	764	1773	1815	695	620	727	2155	2564
ENSG00000140350	ANP32A	488	938	974	713	7843	1397	2790	1248	760	560	714	283	840	2185	1649
ENSG00000140365	COMMD4	306	885	190	505	4	493	0	429	297	115	328	991	300	802	498
ENSG00000140367	UBE2Q2	3	789	3	1188	296	3	856	351	22	529	1244	97	759	769	789
ENSG00000140368	PSTPIP1	0	11	144	2	0	319	0	0	51	0	0	0	1	111	69
ENSG00000140374	ETFA	1013	1263	932	652	62	10	1	767	696	881	665	1070	804	3924	2257
ENSG00000140379	BCL2A1	430	351	7003	965	17321	34614	68516	901	1637	2296	98	324	255	577	280
ENSG00000140382	HMG20A	59	106	229	193	982	1	2	33	0	295	153	159	133	479	523
ENSG00000140386	SCAPER	758	1295	359	464	467	0	0	655	661	870	698	300	868	1348	1657
ENSG00000140391	TSPAN3	3730	8114	4084	8075	7134	3358	19	8296	11978	7112	9748	9894	11765	5462	3544
ENSG00000140395	WDR61	13	582	194	93	2986	2	7	505	198	40	649	669	403	1334	819
ENSG00000140396	NCOA2	528	938	64	171	0	1565	380	448	334	418	472	45	461	500	341
ENSG00000140398	NEIL1	1	62	0	62	0	0	0	50	5	79	104	0	61	49	112
ENSG00000140400	MAN2C1	0	1200	73	29	1	1	0	34	231	236	22	197	133	635	574
ENSG00000140403	DNAJA4	195	1360	875	847	111	1137	3	694	1845	1513	4439	1633	3776	756	291
ENSG00000140406	TLNRD1	64	481	265	339	2	1	0	98	426	304	74	306	360	819	742
ENSG00000140416	TPM1	28	4330	1674	24	1	7	536	651	375	294	943	1148	635	3860	4718
ENSG00000140443	IGF1R	833	2285	636	228	2	1666	3292	1071	705	1037	711	1181	1305	2089	1791
ENSG00000140450	ARRDC4	2	390	603	4	1	869	1	10	59	0	2	14	164	140	56
ENSG00000140451	PIF1	2	656	0	3	1	5	0	42	0	2	3	199	0	707	724
ENSG00000140455	USP3	838	1253	1342	830	1	80	2827	406	527	950	384	355	685	1264	992
ENSG00000140459	CYP11A1	0	0	0	0	0	0	0	0	0	0	0	0	39	37	12
ENSG00000140463	BBS4	284	94	2	179	1	63	0	74	238	159	253	197	66	372	220
ENSG00000140464	PML	189	719	173	1392	1	1	259	617	179	778	1095	599	339	509	435
ENSG00000140465	CYP1A1	0	10	0	0	0	0	0	0	0	0	0	0	0	26	8
ENSG00000140470	ADAMTS17	0	0	0	0	0	0	0	1	35	0	0	9	20	22	25
ENSG00000140471	LINS1	0	402	62	746	0	1	0	189	0	1	129	360	143	243	278
ENSG00000140474	ULK3	1274	1415	347	147	3	1	4	267	722	563	848	1067	696	1620	1718
ENSG00000140478	GOLGA6D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140479	PCSK6	0	83	59	0	0	0	0	0	1	0	0	45	1	114	184
ENSG00000140481	CCDC33	1	174	0	1	52	0	1	3	224	354	99	36	309	49	46
ENSG00000140488	CELF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140497	SCAMP2	3192	2150	1620	4243	171	1873	951	4900	3550	4528	5496	2245	4746	2183	1981
ENSG00000140505	CYP1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140506	LMAN1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140511	HAPLN3	335	442	342	1945	0	1	2	109	108	126	0	303	15	154	29
ENSG00000140519	RHCG	954	132	1811	18	2417	3407	39	73	1436	202	2	240	0	11	10
ENSG00000140521	POLG	372	151	579	303	6	2	291	429	12	6	268	23	77	673	583
ENSG00000140522	RLBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3
ENSG00000140525	FANCI	1	807	41	69	2	0	0	158	63	346	88	385	223	1307	1027
ENSG00000140526	ABHD2	2801	3517	4542	4330	4346	2504	9855	5601	5863	7720	6335	4004	8894	2965	2372
ENSG00000140527	WDR93	1	0	0	0	0	1	0	1	29	213	301	0	322	50	61
ENSG00000140534	TICRR	0	171	0	0	0	0	0	0	0	0	0	93	0	194	187
ENSG00000140538	NTRK3	0	221	0	0	0	0	0	0	0	0	0	0	0	74	28
ENSG00000140543	DET1	0	117	0	0	1	0	0	0	2	0	224	0	154	198	71
ENSG00000140545	MFGE8	2	1215	182	3	1	2	1	265	135	49	145	272	1	1691	1730
ENSG00000140548	ZNF710	12	196	79	263	0	635	0	172	36	33	54	160	127	93	141
ENSG00000140553	UNC45A	214	1353	1042	494	1047	1	6	469	229	675	821	717	709	1579	1202
ENSG00000140557	ST8SIA2	0	2	0	0	0	0	0	0	0	0	0	0	0	32	30
ENSG00000140563	MCTP2	109	550	67	307	2868	344	1012	411	106	398	136	195	333	399	330
ENSG00000140564	FURIN	1380	1645	3929	1797	4019	4991	16096	1287	1580	1250	2177	3192	1466	1390	861
ENSG00000140575	IQGAP1	1117	6631	8567	4874	1131	15087	25733	3010	3682	3880	3769	4696	3576	4577	3884
ENSG00000140577	CRTC3	2	508	4	136	6	292	0	37	316	226	44	481	198	498	444
ENSG00000140598	EFL1	20	78	60	33	1097	1	0	122	63	95	47	523	184	170	228
ENSG00000140600	SH3GL3	0	174	8	0	0	0	0	66	0	0	131	1	0	21	0
ENSG00000140612	SEC11A	658	3648	1178	2329	4	5587	2288	1660	1777	921	1672	2249	1379	5612	4722
ENSG00000140623	SEPTIN12	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ENSG00000140632	GLYR1	336	523	515	412	747	927	3	523	615	490	206	696	246	751	517
ENSG00000140650	PMM2	22	449	158	249	0	2	0	699	0	215	0	3	243	369	270
ENSG00000140675	SLC5A2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15
ENSG00000140678	ITGAX	14	61	728	218	5372	4386	10118	13	412	228	3	2	111	95	79
ENSG00000140682	TGFB1I1	0	102	203	87	0	0	0	0	0	0	0	0	0	433	84
ENSG00000140688	C16orf58	0	423	235	0	1	1	0	19	43	9	9	67	30	333	150
ENSG00000140691	ARMC5	17	262	1	2	0	0	0	0	258	177	369	1	161	232	381
ENSG00000140694	PARN	4	828	6	2	1022	158	3	101	131	156	281	41	522	483	545
